clave_unica,merge_tag,fieldKey_completo,nombre,dataType,id
que_es_un_presupuesto_economico_en_el_meg,{{contact.que_es_un_presupuesto_economico_en_el_meg}},contact.que_es_un_presupuesto_economico_en_el_meg,¿Qué es un “presupuesto económico” en el MEG?,CHECKBOX,ydfHk86NsWpKR1ji98Im
que_esperas_lograr_al_finalizar_el_meg,{{contact.que_esperas_lograr_al_finalizar_el_meg}},contact.que_esperas_lograr_al_finalizar_el_meg,¿Qué esperas lograr al finalizar el MEG? *,LARGE_TEXT,ukydPq5vXBVCQd42mS9v
que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_10,{{contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_10}},contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_10,¿Qué fue lo más útil que te llevás de esta unidad 10?,TEXT,qpSZUIFilXBFPtFs6X5k
que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_2,{{contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_2}},contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_2,¿Qué fue lo más útil que te llevás de esta unidad 2?,TEXT,6FTGwmNndPVkGrZjXa54
que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_3,{{contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_3}},contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_3,¿Qué fue lo más útil que te llevás de esta unidad 3?,TEXT,x8JRzlWWoCKfW9NXD6WM
que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_4,{{contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_4}},contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_4,¿Qué fue lo más útil que te llevás de esta unidad 4?,TEXT,7W15QZcMYTkn5XL1g0wr
que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_5,{{contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_5}},contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_5,¿Qué fue lo más útil que te llevás de esta unidad 5?,TEXT,B4rDNCUupaA8hnpcgrqS
que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_6,{{contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_6}},contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_6,¿Qué fue lo más útil que te llevás de esta unidad 6?,TEXT,aJxd9TJGerXAUmAoc5co
que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_7,{{contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_7}},contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_7,¿Qué fue lo más útil que te llevás de esta unidad 7?,TEXT,HVh9HOlWiE8eDsE7Jwgf
que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_8,{{contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_8}},contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_8,¿Qué fue lo más útil que te llevás de esta unidad 8?,TEXT,Oy11NNFPOc4VrkWQqCDk
que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_9,{{contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_9}},contact.que_fue_lo_mas_util_que_te_llevas_de_esta_unidad_9,¿Qué fue lo más útil que te llevás de esta unidad 9?,TEXT,aPK3LEh2GOG10Bg78S0l
que_informacion_clave_ves_resumida_en_el_cashflow_intermedio_mensual,{{contact.que_informacion_clave_ves_resumida_en_el_cashflow_intermedio_mensual}},contact.que_informacion_clave_ves_resumida_en_el_cashflow_intermedio_mensual,¿Qué información clave ves resumida en el cashflow intermedio mensual?,CHECKBOX,ao0ck7pLhPEAO0tpJRFg
que_kpi_pertenece_al_analisis_economico_mensual_por_linea,{{contact.que_kpi_pertenece_al_analisis_economico_mensual_por_linea}},contact.que_kpi_pertenece_al_analisis_economico_mensual_por_linea,¿Qué KPI pertenece al análisis económico mensual por línea?,CHECKBOX,tQAIyyZCRoDtnHWPvmHy
que_le_dirias_a_quien_esta_dudando_en_sumarse_al_meg,{{contact.que_le_dirias_a_quien_esta_dudando_en_sumarse_al_meg}},contact.que_le_dirias_a_quien_esta_dudando_en_sumarse_al_meg,¿Qué le dirías a quién está dudando en sumarse al MEG?,LARGE_TEXT,R9x6f7Q4RmjLbsyxDey5
que_lograste_durante_el_proceso_de_transitar_el_meg,{{contact.que_lograste_durante_el_proceso_de_transitar_el_meg}},contact.que_lograste_durante_el_proceso_de_transitar_el_meg,¿Que lograste durante el proceso de transitar el MEG?,LARGE_TEXT,BVVpDbyPIGlDLPmQTZ1b
que_metrica_no_pertenece_a_un_crm_orientado_a_ventas,{{contact.que_metrica_no_pertenece_a_un_crm_orientado_a_ventas}},contact.que_metrica_no_pertenece_a_un_crm_orientado_a_ventas,¿Qué métrica NO pertenece a un CRM orientado a ventas?,CHECKBOX,4nYRpIYOsSlo5iGOiZuo
que_objetivos_suelen_fijarse_al_iniciar_el_presupuesto,{{contact.que_objetivos_suelen_fijarse_al_iniciar_el_presupuesto}},contact.que_objetivos_suelen_fijarse_al_iniciar_el_presupuesto,¿Qué objetivos suelen fijarse al iniciar el presupuesto?,CHECKBOX,DqwRXxtVv3guv3MljtX1
que_pregunta_responde_el_eerr_financiero,{{contact.que_pregunta_responde_el_eerr_financiero}},contact.que_pregunta_responde_el_eerr_financiero,¿Qué pregunta responde el EERR financiero?,CHECKBOX,60mIK8uoirl9qiG57BDv
que_recomienda_el_m_8_sobre_promover_la_busqueda_de_personal,{{contact.que_recomienda_el_m_8_sobre_promover_la_busqueda_de_personal}},contact.que_recomienda_el_m_8_sobre_promover_la_busqueda_de_personal,¿Qué recomienda el M8 sobre “promover la búsqueda” de personal?,CHECKBOX,yVO8NZ4cOgDS95ea1HCv
que_rol_cumple_el_control_de_gestion_dentro_del_presupuesto_economico,{{contact.que_rol_cumple_el_control_de_gestion_dentro_del_presupuesto_economico}},contact.que_rol_cumple_el_control_de_gestion_dentro_del_presupuesto_economico,¿Qué rol cumple el Control de gestión dentro del presupuesto económico?,CHECKBOX,TZ5A8n1CSBWNwsvSrAHq
que_significa_superavit_en_el_mes_de_analisis,{{contact.que_significa_superavit_en_el_mes_de_analisis}},contact.que_significa_superavit_en_el_mes_de_analisis,Que significa superavit en el mes de análisis.,CHECKBOX,S4qxz5ayzL49dH7F4fjM
que_tan_pronto_queres_resolver_los_obstaculos_que_hoy_te_impiden_incrementar_tu_rentabilidad,{{contact.que_tan_pronto_queres_resolver_los_obstaculos_que_hoy_te_impiden_incrementar_tu_rentabilidad}},contact.que_tan_pronto_queres_resolver_los_obstaculos_que_hoy_te_impiden_incrementar_tu_rentabilidad,FV - ¿Qué tan pronto querés resolver los obstáculos que hoy te impiden incrementar tu rentabilidad?,SINGLE_OPTIONS,a2H1LZ5GVQGhfqr34ZbI
que_tan_pronto_queres_resolver_los_obstaculos_que_hoy_te_impiden_incrementar_tu_rentabilidad_v3,{{contact.que_tan_pronto_queres_resolver_los_obstaculos_que_hoy_te_impiden_incrementar_tu_rentabilidad_v3}},contact.que_tan_pronto_queres_resolver_los_obstaculos_que_hoy_te_impiden_incrementar_tu_rentabilidad_v3,¿Qué tan pronto querés resolver los obstáculos que hoy te impiden incrementar tu rentabilidad?,SINGLE_OPTIONS,0xbzKxaNJNPvr5xMHmlY
que_tasa_expresa_que_porcentaje_de_leads_termina_comprando,{{contact.que_tasa_expresa_que_porcentaje_de_leads_termina_comprando}},contact.que_tasa_expresa_que_porcentaje_de_leads_termina_comprando,¿Qué tasa expresa qué porcentaje de leads termina comprando?,CHECKBOX,NIuENlyI0QcyDIJxuTLo
que_voy_a_aprender_en_las_clases,{{contact.que_voy_a_aprender_en_las_clases}},contact.que_voy_a_aprender_en_las_clases,Que voy a aprender en las clases?,SINGLE_OPTIONS,Ak1d4AUqNGxrVKIBhF4B
quien_van_apuntadas_tus_ventas,{{contact.quien_van_apuntadas_tus_ventas}},contact.quien_van_apuntadas_tus_ventas,¿Quién van apuntadas tus ventas?,SINGLE_OPTIONS,wHCgZ3ej3Xb6uNWZZnf2
quiero_invitar_a_un_amigo_emprendedor_al_desafo,{{contact.quiero_invitar_a_un_amigo_emprendedor_al_desafo}},contact.quiero_invitar_a_un_amigo_emprendedor_al_desafo,Quiero invitar a un amigo emprendedor al desafío,SINGLE_OPTIONS,z2U5TecXVi25fPxJZrCN
r__link_enviado,{{contact.r__link_enviado}},contact.r__link_enviado,R - Link Enviado,SINGLE_OPTIONS,275LGPQBC8EYEcBBr7nG
r__respondio,{{contact.r__respondio}},contact.r__respondio,R - Respondio,SINGLE_OPTIONS,k6B65VlVuqT3rQH42tL1
recuperado,{{contact.recuperado}},contact.recuperado,Recuperado,SINGLE_OPTIONS,rAhnWWs7kpSFMVN1dvEk
recurso_ig,{{contact.recurso_ig}},contact.recurso_ig,Recurso IG,LARGE_TEXT,4YBCm5u7rdUg6vlmjqkg
regla_8020_aplicada_al_enfoque_semanal_cul_accin_probablemente_est_en_el_20_de_mayor_impacto,{{contact.regla_8020_aplicada_al_enfoque_semanal_cul_accin_probablemente_est_en_el_20_de_mayor_impacto}},contact.regla_8020_aplicada_al_enfoque_semanal_cul_accin_probablemente_est_en_el_20_de_mayor_impacto,Regla 80/20 aplicada al enfoque semanal: ¿cuál acción probablemente esté en el 20% de mayor impacto?,RADIO,xDrQsyZwWlFedwAqZFMc
regla_90901_en_el_meg_eleg_la_opcin_correcta,{{contact.regla_90901_en_el_meg_eleg_la_opcin_correcta}},contact.regla_90901_en_el_meg_eleg_la_opcin_correcta,Regla 90-90-1 en el MEG: elegí la opción correcta.,RADIO,J8ShxAKoX1Qn7MnuGHzB
relacion_con_el_eerr_economico,{{contact.relacion_con_el_eerr_economico}},contact.relacion_con_el_eerr_economico,Relación con el EERR económico:,CHECKBOX,rZ0BYtG5qdOvaff9Nvk1
respaldo_periodo_m,{{contact.respaldo_periodo_m}},contact.respaldo_periodo_m,Respaldo periodo M,NUMERICAL,CMUmEhsL68sd7HCOyhjv
respondio_apertura,{{contact.respondio_apertura}},contact.respondio_apertura,Respondio apertura,SINGLE_OPTIONS,YRWsVSczTIxpNzCwRSX0
sabes_cual_es_tu_producto_servicio_mas_rentable_y_menos_rentable,{{contact.sabes_cual_es_tu_producto_servicio_mas_rentable_y_menos_rentable}},contact.sabes_cual_es_tu_producto_servicio_mas_rentable_y_menos_rentable,¿Sabés cuál es tu producto/servicio más rentable y menos rentable?,RADIO,tEB9cAzABE8A48iU492f
score_decisor,{{contact.score_decisor}},contact.score_decisor,Score Decisor,NUMERICAL,3Srt1sIDe0np84I54H8v
score_examen_1,{{contact.score_examen_1}},contact.score_examen_1,Score examen 1,NUMERICAL,5b4xFRs7YTeMJJBkgllT
score_examen_2,{{contact.score_examen_2}},contact.score_examen_2,Score examen 2,NUMERICAL,qsKOa6ztUqBZyNuwCbuE
score_examen_3,{{contact.score_examen_3}},contact.score_examen_3,Score examen 3,NUMERICAL,9WIyQlJUCOHTuAuo1s24
score_examen_4,{{contact.score_examen_4}},contact.score_examen_4,Score examen 4,NUMERICAL,ot2B2640nsZqPOB4PI3u
score_examen_5,{{contact.score_examen_5}},contact.score_examen_5,Score examen 5,NUMERICAL,Zqgsukp9vslbLNtqueu1
score_examen_6,{{contact.score_examen_6}},contact.score_examen_6,Score examen 6,NUMERICAL,7jO2FyFEpmzumyqcw6Rz
score_examen_7,{{contact.score_examen_7}},contact.score_examen_7,Score examen 7,NUMERICAL,uCslLeeC3z7N1YCYtSIh
score_examen_8,{{contact.score_examen_8}},contact.score_examen_8,Score examen 8,NUMERICAL,Z39diEHykyqhUmjNGwMM
score_examen_9,{{contact.score_examen_9}},contact.score_examen_9,Score examen 9,NUMERICAL,0dSkP7jvK4jR738afghS
score_facturacion,{{contact.score_facturacion}},contact.score_facturacion,Score Facturacion,NUMERICAL,kisuidPnlSDYxdGnPj93
score_final,{{contact.score_final}},contact.score_final,score final,NUMERICAL,uLSbRbCHgholunn49fjb
score_inversion,{{contact.score_inversion}},contact.score_inversion,Score Inversion,NUMERICAL,4Ti312cgCnXeZpZECaSF
score_modelo,{{contact.score_modelo}},contact.score_modelo,Score Modelo,NUMERICAL,TL6UxUyyYw6ZoJ5HuVob
score_modulo_10,{{contact.score_modulo_10}},contact.score_modulo_10,Score modulo 10,NUMERICAL,ICUgfaR7wbTRsung1WP2
score_orientacion,{{contact.score_orientacion}},contact.score_orientacion,Score Orientacion,NUMERICAL,XIvrzwJ2BczTu9f5XY4Z
score_score,{{contact.score_score}},contact.score_score,Score ,NUMERICAL,WTtXoh90AsC9kkYNsqa9
score_sistema,{{contact.score_sistema}},contact.score_sistema,Score Sistema,NUMERICAL,fKIk06q342H9ldoKdvNy
seguimiento_auto,{{contact.seguimiento_auto}},contact.seguimiento_auto,Seguimiento auto?,SINGLE_OPTIONS,SLJQgJ0M0ZWim66PruNa
seguimiento_closing,{{contact.seguimiento_closing}},contact.seguimiento_closing,Seguimiento Closing,SINGLE_OPTIONS,TBrduo1Sy3nsbKoA1SQW
seguimiento_loom,{{contact.seguimiento_loom}},contact.seguimiento_loom,Seguimiento Loom,LARGE_TEXT,rFMnLERRlqRz8msx5Ln7
seguimientos,{{contact.seguimientos}},contact.seguimientos,Seguimientos Setting,SINGLE_OPTIONS,lERuXHatMnWDIg765oNK
segun_criterio_economico_devengado_cuando_se_registra_una_venta,{{contact.segun_criterio_economico_devengado_cuando_se_registra_una_venta}},contact.segun_criterio_economico_devengado_cuando_se_registra_una_venta,"Según criterio económico (devengado), ¿cuándo se registra una venta?",CHECKBOX,84uc2CY0z0EOgH0lMVNP
sesiones_estrategicas,{{contact.sesiones_estrategicas}},contact.sesiones_estrategicas,Sesiones Estrategicas,SINGLE_OPTIONS,iIvzgTBbHQ8bXKUMFd3W
setter,{{contact.setter}},contact.setter,Setter,TEXT,PQIpRbK785ogfxQCb1yI
si_al_simular_ves_que_el_mc_cae_por_aumento_de_costos_variables_que_decision_esta_alineada_a_m_5,{{contact.si_al_simular_ves_que_el_mc_cae_por_aumento_de_costos_variables_que_decision_esta_alineada_a_m_5}},contact.si_al_simular_ves_que_el_mc_cae_por_aumento_de_costos_variables_que_decision_esta_alineada_a_m_5,"Si al simular ves que el MC% cae por aumento de costos variables, ¿qué decisión está alineada a M5?",CHECKBOX,EyvrlZPEhoAPIiz1YLY7
si_algo_es_importante_pero_no_urgente_lo_correcto_es,{{contact.si_algo_es_importante_pero_no_urgente_lo_correcto_es}},contact.si_algo_es_importante_pero_no_urgente_lo_correcto_es,"si algo es importante pero no urgente, lo correcto es…",CHECKBOX,OxZuMT0CoOE6U2Q2C0gD
si_concentras_la_mayoria_de_ingresos_via_un_medio_con_acreditacion_mas_lenta_que_ajuste_sugiere_el_m_7_para_cuidar_semanas_criticas,{{contact.si_concentras_la_mayoria_de_ingresos_via_un_medio_con_acreditacion_mas_lenta_que_ajuste_sugiere_el_m_7_para_cuidar_semanas_criticas}},contact.si_concentras_la_mayoria_de_ingresos_via_un_medio_con_acreditacion_mas_lenta_que_ajuste_sugiere_el_m_7_para_cuidar_semanas_criticas,"Si concentrás la mayoría de ingresos vía un medio con acreditación más lenta, ¿qué ajuste sugiere el M7 para cuidar semanas críticas?",CHECKBOX,kolmVBO6gmCNObqZOqn8
si_el_resumen_de_movimientos_muestra_picos_de_egresos_variables_a_mitad_de_mes_que_decision_ayuda_a_aliviar_tensiones_de_caja_futuras,{{contact.si_el_resumen_de_movimientos_muestra_picos_de_egresos_variables_a_mitad_de_mes_que_decision_ayuda_a_aliviar_tensiones_de_caja_futuras}},contact.si_el_resumen_de_movimientos_muestra_picos_de_egresos_variables_a_mitad_de_mes_que_decision_ayuda_a_aliviar_tensiones_de_caja_futuras,"Si el “Resumen de movimientos” muestra picos de egresos variables a mitad de mes, ¿qué decisión ayuda a aliviar tensiones de caja futuras?",CHECKBOX,Pa6eQCN2vOMPKZUyABgP
si_en_esta_sesion_lograras_encontrar_lo_que_estas_necesitando_para_solucionar_tus_mayores_desafios_respecto_a_tu_negocio_que_seria,{{contact.si_en_esta_sesion_lograras_encontrar_lo_que_estas_necesitando_para_solucionar_tus_mayores_desafios_respecto_a_tu_negocio_que_seria}},contact.si_en_esta_sesion_lograras_encontrar_lo_que_estas_necesitando_para_solucionar_tus_mayores_desafios_respecto_a_tu_negocio_que_seria,FV - Si en esta sesión lograrás encontrar lo que estás necesitando para solucionar tus mayores desafíos respecto a tu negocio... ¿Que sería?,LARGE_TEXT,H8rtz5ZX0UgM7qr2OSCu
si_la_contribucion_por_unidad_es_25_000_y_el_costo_de_adquisicion_por_venta_es_10_417_lo_mas_razonable_es,{{contact.si_la_contribucion_por_unidad_es_25_000_y_el_costo_de_adquisicion_por_venta_es_10_417_lo_mas_razonable_es}},contact.si_la_contribucion_por_unidad_es_25_000_y_el_costo_de_adquisicion_por_venta_es_10_417_lo_mas_razonable_es,"Si la contribución por unidad es $25.000 y el costo de adquisición por venta es $10.417, lo más razonable es:",CHECKBOX,FJ3yBfpq5nj4TcW4RRST
si_la_tasa_de_cierre_promedio_de_6_meses_fue_14_te_sirve_para,{{contact.si_la_tasa_de_cierre_promedio_de_6_meses_fue_14_te_sirve_para}},contact.si_la_tasa_de_cierre_promedio_de_6_meses_fue_14_te_sirve_para,"Si la tasa de cierre promedio de 6 meses fue 14%, te sirve para:",CHECKBOX,C95Nl9Sc4QYHUvK1UJw1
sobre_manuales_por_area_el_m_8_sugiere,{{contact.sobre_manuales_por_area_el_m_8_sugiere}},contact.sobre_manuales_por_area_el_m_8_sugiere,"Sobre manuales por área, el M8 sugiere…",CHECKBOX,mozY8GGlqi7oBHtlBFN0
solicito_devolucion,{{contact.solicito_devolucion}},contact.solicito_devolucion,Solicito devolucion,SINGLE_OPTIONS,oBxlQ352vzlUZDSowFMI
soporte,{{contact.soporte}},contact.soporte,Soporte,SINGLE_OPTIONS,O4aDm5mD3cSNVAqqboEl
sos_el_dueno_del_negocio_o_sos_gerente_responsable_de_area,{{contact.sos_el_dueno_del_negocio_o_sos_gerente_responsable_de_area}},contact.sos_el_dueno_del_negocio_o_sos_gerente_responsable_de_area,FV - ¿Sos el dueño del negocio o sos gerente/responsable de área?,RADIO,MMzBMf2maQzKaN9ewpEo
sub_etiquetas__ia,{{contact.sub_etiquetas__ia}},contact.sub_etiquetas__ia,Sub etiquetas - IA,MULTIPLE_OPTIONS,Ht41W9ZhS06XwxyFaylI
te_vamos_a_contactar_por_whatsapp_para_conocer_mejor_los_desafos_que_transita_tu_empresa_podemos_contar_con_tu_compromiso_para_completar_el_diagnstico,{{contact.te_vamos_a_contactar_por_whatsapp_para_conocer_mejor_los_desafos_que_transita_tu_empresa_podemos_contar_con_tu_compromiso_para_completar_el_diagnstico}},contact.te_vamos_a_contactar_por_whatsapp_para_conocer_mejor_los_desafos_que_transita_tu_empresa_podemos_contar_con_tu_compromiso_para_completar_el_diagnstico,Te vamos a contactar por Whatsapp para conocer mejor los desafíos que transita tu empresa. ¿Podemos contar con tu compromiso para completar el diagnóstico?,SINGLE_OPTIONS,MwaCRryp5jsD9qF564Yn
temperatura,{{contact.temperatura}},contact.temperatura,Temperatura,SINGLE_OPTIONS,rxGHon4E6Q8bcS4hs8L9
tenes_3_lineas_a_mc_18_b_mc_32_c_mc_45_si_el_objetivo_mensual_es_subir_el_mc_total_cual_decision_es_mas_coherente,{{contact.tenes_3_lineas_a_mc_18_b_mc_32_c_mc_45_si_el_objetivo_mensual_es_subir_el_mc_total_cual_decision_es_mas_coherente}},contact.tenes_3_lineas_a_mc_18_b_mc_32_c_mc_45_si_el_objetivo_mensual_es_subir_el_mc_total_cual_decision_es_mas_coherente,"Tenés 3 líneas: A (MC% 18), B (MC% 32), C (MC% 45). Si el objetivo mensual es subir el MC total, ¿cuál decisión es más coherente?",CHECKBOX,MYMZXOwZdFjnWOvY2ESI
tenes_alta_proporcion_de_cobros_con_tarjeta_segun_m_6_una_accion_inicial_coherente_es,{{contact.tenes_alta_proporcion_de_cobros_con_tarjeta_segun_m_6_una_accion_inicial_coherente_es}},contact.tenes_alta_proporcion_de_cobros_con_tarjeta_segun_m_6_una_accion_inicial_coherente_es,"Tenés alta proporción de cobros con tarjeta. Según M6, una acción inicial coherente es…",CHECKBOX,DEf7mq447KHetp1XaJvn
tenes_claridad_de_lo_que_es_un_estado_de_resultados_financiero,{{contact.tenes_claridad_de_lo_que_es_un_estado_de_resultados_financiero}},contact.tenes_claridad_de_lo_que_es_un_estado_de_resultados_financiero,¿Tenés claridad de lo que es un Estado de resultados Financiero?,RADIO,vHK04B3cnvW0PKaiPkiE
tenes_datos_completos_en_tu_excel,{{contact.tenes_datos_completos_en_tu_excel}},contact.tenes_datos_completos_en_tu_excel,"¿En tu Excel tenés cargados los datos detallados de tus compras y ventas (producto, precio y forma de pago)?",SINGLE_OPTIONS,P8uDuIXMHkq3JvVO8nwf
tenes_discriminados_tus_costos_variables_unitarios,{{contact.tenes_discriminados_tus_costos_variables_unitarios}},contact.tenes_discriminados_tus_costos_variables_unitarios,¿Tenés discriminados tus costos variables unitarios?,RADIO,M9hbplfy7XF16hrcdZQq
tenes_dos_iniciativas_1_contratar_marketing_con_costo_mensual_y_retorno_esperado_gradual_2_subir_precios_un_3_manteniendo_volumen_cual_evaluas_primero_en_el_presupuesto_economico,{{contact.tenes_dos_iniciativas_1_contratar_marketing_con_costo_mensual_y_retorno_esperado_gradual_2_subir_precios_un_3_manteniendo_volumen_cual_evaluas_primero_en_el_presupuesto_economico}},contact.tenes_dos_iniciativas_1_contratar_marketing_con_costo_mensual_y_retorno_esperado_gradual_2_subir_precios_un_3_manteniendo_volumen_cual_evaluas_primero_en_el_presupuesto_economico,Tenés dos iniciativas: (1) contratar marketing con costo mensual y retorno esperado gradual; (2) subir precios un 3% manteniendo volumen. ¿Cuál evaluás primero en el presupuesto económico?,CHECKBOX,XDwJnJJPP9jJ9goS4GGD
tenes_fechas_claras_de_pagos_pendientes_cobros_y_vencimientos_de_facturas_cheques,{{contact.tenes_fechas_claras_de_pagos_pendientes_cobros_y_vencimientos_de_facturas_cheques}},contact.tenes_fechas_claras_de_pagos_pendientes_cobros_y_vencimientos_de_facturas_cheques,"¿Tenés fechas CLARAS y ESPECIFICAS de pagos pendientes, cobros y vencimientos de facturas/cheques?",RADIO,vRMvAnGrj2EmU9yODxRL
tenes_la_manana_con_2_horas_disponibles_aparecen_1_mensajes_de_whats_app_no_urgentes_2_pedido_de_cotizacion_para_enviar_hoy_pero_sin_horario_3_una_reunion_posible_para_coordinar_4_escribir_el_guion_de_ventas_que_define_tu_oferta_actividad_palanca_del_objetivo_semanal_segun_el_modulo_1_objetivos__planner__calendario_90_90_1_y_enfoque_80_20_que_haces_primero_y_como,{{contact.tenes_la_manana_con_2_horas_disponibles_aparecen_1_mensajes_de_whats_app_no_urgentes_2_pedido_de_cotizacion_para_enviar_hoy_pero_sin_horario_3_una_reunion_posible_para_coordinar_4_escribir_el_guion_de_ventas_que_define_tu_oferta_actividad_palanca_del_objetivo_semanal_segun_el_modulo_1_objetivos__planner__calendario_90_90_1_y_enfoque_80_20_que_haces_primero_y_como}},contact.tenes_la_manana_con_2_horas_disponibles_aparecen_1_mensajes_de_whats_app_no_urgentes_2_pedido_de_cotizacion_para_enviar_hoy_pero_sin_horario_3_una_reunion_posible_para_coordinar_4_escribir_el_guion_de_ventas_que_define_tu_oferta_actividad_palanca_del_objetivo_semanal_segun_el_modulo_1_objetivos__planner__calendario_90_90_1_y_enfoque_80_20_que_haces_primero_y_como,"Tenés la mañana con 2 horas disponibles. Aparecen: 1) mensajes de WhatsApp no urgentes, 2) pedido de cotización para enviar hoy pero sin horario, 3) una reunión “posible” para coordinar, 4) escribir el guión de ventas que define tu oferta (actividad palanca del objetivo semanal). Según el Módulo 1 (Objetivos → Planner → Calendario, 90-90-1 y enfoque 80/20), ¿qué hacés primero y cómo?",RADIO,UXJ3BmN6Wu31bu3f1cC2
tenes_precio_100_y_costos_variables_60_por_unidad_cual_es_la_contribucion_por_unidad_y_la_contribucion,{{contact.tenes_precio_100_y_costos_variables_60_por_unidad_cual_es_la_contribucion_por_unidad_y_la_contribucion}},contact.tenes_precio_100_y_costos_variables_60_por_unidad_cual_es_la_contribucion_por_unidad_y_la_contribucion,Tenés Precio $100 y costos variables $60 por unidad. ¿Cuál es la contribución por unidad y la contribución %?,CHECKBOX,emI2aWHJoDEQOPSXNpEX
tens_claridad_de_lo_que_es_un_estado_de_resultados_econmico,{{contact.tens_claridad_de_lo_que_es_un_estado_de_resultados_econmico}},contact.tens_claridad_de_lo_que_es_un_estado_de_resultados_econmico,¿Tenés claridad de lo que es un Estado de Resultados Económico?,RADIO,Sr8RHgnNJhoPWDwB7AfW
tens_en_cuenta_margen_costos_financieros_e_impositivos_para_fijar_precios,{{contact.tens_en_cuenta_margen_costos_financieros_e_impositivos_para_fijar_precios}},contact.tens_en_cuenta_margen_costos_financieros_e_impositivos_para_fijar_precios,"¿Tenés en cuenta margen, costos financieros e impositivos para fijar precios?",RADIO,ioQGJBxSWYx6K61ytnsV
test,{{contact.test}},contact.test,tEST,TEXT,W1SIUTKDOp6JvIrQS708
test_fn__confirmado,{{contact.test_fn__confirmado}},contact.test_fn__confirmado,Test FN | Confirmado,SINGLE_OPTIONS,xh9i8kTT7dDjpSYBaFOJ
tipo,{{contact.tipo}},contact.tipo,Tipo,MULTIPLE_OPTIONS,ZtdPQiDJSxga7kuEc1yW
tipo_contrato,{{contact.tipo_contrato}},contact.tipo_contrato,Tipo contrato,SINGLE_OPTIONS,RgygmQecy6WWV4DOX3IS
traffiker,{{contact.traffiker}},contact.traffiker,Traffiker,SINGLE_OPTIONS,ObMLXC5M64910gv333gO
true_or_false_a_career_coach_can_help_you_create_a_personalized_plan_to_achieve_your_career_goals,{{contact.true_or_false_a_career_coach_can_help_you_create_a_personalized_plan_to_achieve_your_career_goals}},contact.true_or_false_a_career_coach_can_help_you_create_a_personalized_plan_to_achieve_your_career_goals,True or False: A career coach can help you create a personalized plan to achieve your career goals.,RADIO,IRmLnOenYeX28ME19MTa
true_or_false_career_coaches_only_work_with_people_who_are_unemployed,{{contact.true_or_false_career_coaches_only_work_with_people_who_are_unemployed}},contact.true_or_false_career_coaches_only_work_with_people_who_are_unemployed,True or False: Career coaches only work with people who are unemployed.,RADIO,UpJwR9FhOXTPwTl1oYXd
tu_calendario_semanal_muestra_semana_2_en_rojo_semana_1_con_excedente_semana_3_equilibrada_tenes_pagos_no_criticos_en_semana_2_y_clientes_que_podrian_adelantar_con_incentivo_que_combinacion_refleja_el_enfoque_del_m_7,{{contact.tu_calendario_semanal_muestra_semana_2_en_rojo_semana_1_con_excedente_semana_3_equilibrada_tenes_pagos_no_criticos_en_semana_2_y_clientes_que_podrian_adelantar_con_incentivo_que_combinacion_refleja_el_enfoque_del_m_7}},contact.tu_calendario_semanal_muestra_semana_2_en_rojo_semana_1_con_excedente_semana_3_equilibrada_tenes_pagos_no_criticos_en_semana_2_y_clientes_que_podrian_adelantar_con_incentivo_que_combinacion_refleja_el_enfoque_del_m_7,Tu calendario semanal muestra: Semana 2 en rojo; Semana 1 con excedente; Semana 3 equilibrada. Tenés pagos no críticos en Semana 2 y clientes que podrían adelantar con incentivo. ¿Qué combinación refleja el enfoque del M7?,CHECKBOX,w5wv9M0aTWHoCODnbLVR
